order_id,symbol,direction,created_at,entry,sl,tp1,tp2,rr,confidence,stop_pct,volume,24h_change,strategy_id,telegram_pushed,alert_id,source_opportunity_ids,repeat_count
148,HEIUSDT,LONG,2026-06-19T10:22:26+00:00,0.12991763,0.10128,0.15855526,0.18719288,2.00,WEAK,22.043,N/A,N/A,hotlist_v1,N,,55,1
149,HEIUSDT,LONG,2026-06-19T10:36:55+00:00,0.13037275,0.10128,0.15946549,0.18855824,2.00,MEDIUM,22.315,N/A,N/A,hotlist_v1,N,,56,1
150,HMSTRUSDT,LONG,2026-06-22T06:48:56+00:00,0.00019803,0.0001853,0.00021077,0.0002235,2.00,MEDIUM,6.428,N/A,N/A,hotlist_v1,N,,"257,262",2
151,HMSTRUSDT,LONG,2026-06-22T07:06:08+00:00,0.00019915,0.0001853,0.00021299,0.00022684,2.00,MEDIUM,6.955,N/A,N/A,hotlist_v1,N,,267,1
152,HUSDT,LONG,2026-06-18T13:36:04+00:00,0.24569926,0.20701,0.28438852,0.32307777,2.00,WEAK,15.747,N/A,N/A,hotlist_v1,N,,14,1
153,HUSDT,SHORT,2026-06-23T04:32:46+00:00,0.13243607,0.14049,0.12438214,0.11632821,2.00,MEDIUM,6.081,N/A,N/A,hotlist_v1,N,,383,1
154,HUSDT,SHORT,2026-06-22T11:33:13+00:00,0.15395367,0.17437,0.13353734,0.11312102,2.00,MEDIUM,13.261,N/A,N/A,hotlist_v1,N,,"286,291",2
155,HUSDT,SHORT,2026-06-22T11:18:00+00:00,0.15629826,0.17501,0.13758651,0.11887477,2.00,MEDIUM,11.972,N/A,N/A,hotlist_v1,N,,281,1
156,HUSDT,SHORT,2026-06-22T11:09:50+00:00,0.15830161,0.178,0.13860322,0.11890483,2.00,MEDIUM,12.444,N/A,N/A,hotlist_v1,N,,"271,276",2
157,IDOLUSDT,SHORT,2026-06-21T07:19:29+00:00,0.02300857,0.02385,0.02216714,0.02132571,2.00,WEAK,3.657,N/A,N/A,hotlist_v1,Y,53,135,1
158,IDUSDT,LONG,2026-06-22T06:48:56+00:00,0.0350993,0.03124,0.0389586,0.0428179,2.00,WEAK,10.995,N/A,N/A,hotlist_v1,N,,"260,265",2
159,IDUSDT,LONG,2026-06-22T07:06:08+00:00,0.03526648,0.0316,0.03893297,0.04259945,2.00,MEDIUM,10.397,N/A,N/A,hotlist_v1,N,,268,1
160,IDUSDT,LONG,2026-06-22T11:09:50+00:00,0.03625536,0.03511679,0.03739393,0.0385325,2.00,WEAK,3.14,N/A,N/A,hotlist_v1,Y,72,"274,279",2
161,IDUSDT,LONG,2026-06-22T12:54:49+00:00,0.03675964,0.03564,0.03787929,0.03899893,2.00,WEAK,3.046,N/A,N/A,hotlist_v1,N,,299,1
162,IDUSDT,LONG,2026-06-22T11:18:00+00:00,0.03736774,0.03622774,0.03850774,0.03964774,2.00,WEAK,3.051,N/A,N/A,hotlist_v1,N,,"283,289,294",3
163,LABUSDT,LONG,2026-06-21T07:45:36+00:00,14.27672852,12.637,15.91645704,17.55618556,2.00,WEAK,11.485,N/A,N/A,hotlist_v1,N,,140,1
164,LABUSDT,LONG,2026-06-21T08:02:27+00:00,14.37388992,12.745,16.00277983,17.63166975,2.00,WEAK,11.332,N/A,N/A,hotlist_v1,N,,145,1
165,LABUSDT,LONG,2026-06-21T08:18:03+00:00,14.45095162,13.062,15.83990324,17.22885487,2.00,MEDIUM,9.611,N/A,N/A,hotlist_v1,N,,147,1
166,LABUSDT,LONG,2026-06-21T08:32:27+00:00,14.53877144,13.062,16.01554288,17.49231432,2.00,MEDIUM,10.157,N/A,N/A,hotlist_v1,N,,154,1
167,LABUSDT,LONG,2026-06-21T10:48:45+00:00,15.04453447,14.045,16.04406894,17.04360342,2.00,WEAK,6.644,N/A,N/A,hotlist_v1,N,,159,1
168,LAYERUSDT,LONG,2026-06-22T11:09:50+00:00,0.07078144,0.06638,0.07518289,0.07958433,2.00,MEDIUM,6.218,N/A,N/A,hotlist_v1,N,,"272,277",2
169,LAYERUSDT,LONG,2026-06-22T11:18:00+00:00,0.07245513,0.06644,0.07847026,0.0844854,2.00,MEDIUM,8.302,N/A,N/A,hotlist_v1,N,,282,1
170,LAYERUSDT,LONG,2026-06-22T11:33:13+00:00,0.0739556,0.06644,0.0814712,0.0889868,2.00,MEDIUM,10.162,N/A,N/A,hotlist_v1,N,,"287,292",2
171,LUMIAUSDT,LONG,2026-06-22T15:34:52+00:00,0.13092854,0.12115,0.14070708,0.15048562,2.00,MEDIUM,7.469,N/A,N/A,hotlist_v1,N,,"307,312",2
172,LUMIAUSDT,LONG,2026-06-22T16:03:11+00:00,0.13284158,0.12115,0.14453316,0.15622474,2.00,MEDIUM,8.801,N/A,N/A,hotlist_v1,N,,318,1
173,LUMIAUSDT,LONG,2026-06-22T17:31:32+00:00,0.13485125,0.12186,0.1478425,0.16083375,2.00,WEAK,9.634,N/A,N/A,hotlist_v1,N,,324,1
174,LUMIAUSDT,LONG,2026-06-22T18:20:15+00:00,0.13566578,0.12462,0.14671155,0.15775733,2.00,WEAK,8.142,N/A,N/A,hotlist_v1,Y,81,339,1
175,NAORISUSDT,LONG,2026-06-22T03:14:56+00:00,0.03920709,0.03718,0.04123417,0.04326126,2.00,WEAK,5.17,N/A,N/A,hotlist_v1,N,,233,1
176,NAORISUSDT,LONG,2026-06-22T03:29:35+00:00,0.03938984,0.03718,0.04159967,0.04380951,2.00,WEAK,5.61,N/A,N/A,hotlist_v1,N,,239,1
177,NAORISUSDT,LONG,2026-06-22T03:36:32+00:00,0.03963223,0.03816,0.04110446,0.04257669,2.00,MEDIUM,3.715,N/A,N/A,hotlist_v1,N,,"241,246",2
178,RESOLVUSDT,LONG,2026-06-22T12:54:49+00:00,0.02158905,0.01971,0.02346809,0.02534714,2.00,MEDIUM,8.704,N/A,N/A,hotlist_v1,N,,298,1
179,RESOLVUSDT,LONG,2026-06-21T20:31:48+00:00,0.02190982,0.02022,0.02359964,0.02528946,2.00,WEAK,7.713,N/A,N/A,hotlist_v1,N,,"220,225,230",3
180,RESOLVUSDT,LONG,2026-06-21T20:01:12+00:00,0.02212304,0.02022,0.02402607,0.02592911,2.00,WEAK,8.602,N/A,N/A,hotlist_v1,N,,"189,194,199,204",4
181,RESOLVUSDT,LONG,2026-06-21T20:26:22+00:00,0.02228518,0.02022,0.02435036,0.02641554,2.00,WEAK,9.267,N/A,N/A,hotlist_v1,N,,"209,214",2
182,RESOLVUSDT,LONG,2026-06-21T19:54:07+00:00,0.02264054,0.02022,0.02506107,0.02748161,2.00,WEAK,10.691,N/A,N/A,hotlist_v1,N,,"178,183",2
183,RESOLVUSDT,LONG,2026-06-21T19:38:26+00:00,0.02273286,0.02022,0.02524571,0.02775857,2.00,WEAK,11.054,N/A,N/A,hotlist_v1,N,,174,1
184,RESOLVUSDT,LONG,2026-06-21T18:33:56+00:00,0.02375775,0.0178,0.0297155,0.03567325,2.00,WEAK,25.077,N/A,N/A,hotlist_v1,N,,164,1
185,RESOLVUSDT,LONG,2026-06-21T18:48:39+00:00,0.02389339,0.01785,0.02993677,0.03598016,2.00,WEAK,25.293,N/A,N/A,hotlist_v1,N,,168,1
186,REUSDT,LONG,2026-06-19T10:22:26+00:00,0.49221072,0.4129,0.57152144,0.65083216,2.00,MEDIUM,16.113,N/A,N/A,hotlist_v1,N,,51,1
187,REUSDT,LONG,2026-06-19T10:36:55+00:00,0.50297953,0.4129,0.59305906,0.68313859,2.00,MEDIUM,17.909,N/A,N/A,hotlist_v1,N,,57,1
188,REUSDT,LONG,2026-06-19T15:21:50+00:00,0.70492852,0.5666,0.84325705,0.98158557,2.00,WEAK,19.623,N/A,N/A,hotlist_v1,N,,69,1
189,REUSDT,LONG,2026-06-20T06:35:11+00:00,0.84237321,0.7817,0.90304643,0.96371964,2.00,WEAK,7.203,N/A,N/A,hotlist_v1,N,,75,1
190,REUSDT,LONG,2026-06-20T06:50:16+00:00,0.8611583,0.7817,0.9406166,1.0200749,2.00,MEDIUM,9.227,N/A,N/A,hotlist_v1,N,,79,1
191,REUSDT,LONG,2026-06-20T07:05:21+00:00,0.86401102,0.7817,0.94632204,1.02863306,2.00,WEAK,9.527,N/A,N/A,hotlist_v1,N,,85,1
192,REUSDT,LONG,2026-06-20T08:28:10+00:00,0.86954821,0.7817,0.95739643,1.04524464,2.00,MEDIUM,10.103,N/A,N/A,hotlist_v1,N,,95,1
193,REUSDT,LONG,2026-06-20T08:05:56+00:00,0.87739365,0.7817,0.97308729,1.06878094,2.00,WEAK,10.907,N/A,N/A,hotlist_v1,N,,"90,99",2
194,REUSDT,LONG,2026-06-20T08:58:22+00:00,0.88042765,0.821,0.93985531,0.99928296,2.00,WEAK,6.75,N/A,N/A,hotlist_v1,N,,104,1
195,REUSDT,LONG,2026-06-20T11:08:15+00:00,0.90326017,0.8326,0.97392033,1.0445805,2.00,MEDIUM,7.823,N/A,N/A,hotlist_v1,N,,108,1
196,REUSDT,LONG,2026-06-20T11:23:18+00:00,0.91399112,0.8326,0.99538223,1.07677335,2.00,MEDIUM,8.905,N/A,N/A,hotlist_v1,N,,114,1
197,REUSDT,LONG,2026-06-20T16:24:54+00:00,0.98934116,0.925,1.05368232,1.11802348,2.00,WEAK,6.503,N/A,N/A,hotlist_v1,N,,125,1
198,REUSDT,LONG,2026-06-20T16:40:02+00:00,0.99635573,0.925,1.06771146,1.13906718,2.00,MEDIUM,7.162,N/A,N/A,hotlist_v1,N,,127,1
199,RIFUSDT,LONG,2026-06-20T07:05:21+00:00,0.10479323,0.0952,0.11438646,0.12397969,2.00,MEDIUM,9.154,N/A,N/A,hotlist_v1,N,,84,1
200,SLXUSDT,LONG,2026-06-20T11:08:15+00:00,0.19753777,0.18226,0.21281553,0.2280933,2.00,MEDIUM,7.734,N/A,N/A,hotlist_v1,N,,109,1
201,SYNUSDT,LONG,2026-06-18T13:36:04+00:00,0.10691088,0.09006,0.12376176,0.14061263,2.00,WEAK,15.762,N/A,N/A,hotlist_v1,N,,15,1
202,SYNUSDT,LONG,2026-06-19T07:14:48+00:00,0.11744179,0.10896,0.12592357,0.13440536,2.00,WEAK,7.222,N/A,N/A,hotlist_v1,N,,34,1
203,SYNUSDT,LONG,2026-06-19T06:05:59+00:00,0.12014107,0.10896,0.13132214,0.14250321,2.00,MEDIUM,9.307,N/A,N/A,hotlist_v1,N,,21,1
204,SYNUSDT,LONG,2026-06-19T08:09:29+00:00,0.12040482,0.1099,0.13090964,0.14141446,2.00,WEAK,8.725,N/A,N/A,hotlist_v1,N,,44,1
205,SYNUSDT,LONG,2026-06-19T07:54:09+00:00,0.12238,0.10896,0.1358,0.14922,2.00,WEAK,10.966,N/A,N/A,hotlist_v1,N,,39,1
206,SYNUSDT,LONG,2026-06-19T05:51:05+00:00,0.12504554,0.10896,0.14113107,0.15721661,2.00,WEAK,12.864,N/A,N/A,hotlist_v1,N,,18,1
207,SYNUSDT,LONG,2026-06-20T16:40:02+00:00,0.15889893,0.14344,0.17435786,0.18981679,2.00,WEAK,9.729,N/A,N/A,hotlist_v1,N,,130,1
208,SYNUSDT,LONG,2026-06-22T03:14:56+00:00,0.19039875,0.16206,0.21873749,0.24707624,2.00,MEDIUM,14.884,N/A,N/A,hotlist_v1,N,,232,1
209,SYNUSDT,LONG,2026-06-22T03:29:35+00:00,0.19123722,0.16518,0.21729444,0.24335166,2.00,MEDIUM,13.626,N/A,N/A,hotlist_v1,N,,237,1
210,SYNUSDT,LONG,2026-06-22T03:36:32+00:00,0.1919601,0.16518,0.21874021,0.24552031,2.00,WEAK,13.951,N/A,N/A,hotlist_v1,N,,"244,249",2
211,SYNUSDT,LONG,2026-06-22T03:49:39+00:00,0.19246496,0.16518,0.21974992,0.24703488,2.00,WEAK,14.177,N/A,N/A,hotlist_v1,N,,255,1
212,SYNUSDT,LONG,2026-06-22T06:48:56+00:00,0.20500174,0.19275,0.21725348,0.22950522,2.00,MEDIUM,5.976,N/A,N/A,hotlist_v1,N,,"258,263",2
213,SYNUSDT,LONG,2026-06-22T07:06:08+00:00,0.20589112,0.19275,0.21903224,0.23217335,2.00,WEAK,6.383,N/A,N/A,hotlist_v1,N,,270,1
214,SYNUSDT,LONG,2026-06-22T15:16:22+00:00,0.22645089,0.20973446,0.24316732,0.25988375,2.00,WEAK,7.382,N/A,N/A,hotlist_v1,N,,305,1
215,SYNUSDT,LONG,2026-06-22T15:34:52+00:00,0.23191071,0.21511357,0.24870786,0.265505,2.00,WEAK,7.243,N/A,N/A,hotlist_v1,N,,"310,315",2
216,SYNUSDT,LONG,2026-06-22T16:03:11+00:00,0.23532732,0.21552,0.25513464,0.27494196,2.00,WEAK,8.417,N/A,N/A,hotlist_v1,N,,320,1
217,SYNUSDT,LONG,2026-06-22T17:31:32+00:00,0.25199886,0.21552,0.28847771,0.32495657,2.00,WEAK,14.476,N/A,N/A,hotlist_v1,N,,325,1
218,SYNUSDT,LONG,2026-06-22T17:46:59+00:00,0.25256395,0.21552,0.28960789,0.32665184,2.00,WEAK,14.667,N/A,N/A,hotlist_v1,N,,"330,335",2
219,SYNUSDT,LONG,2026-06-22T18:20:15+00:00,0.25433175,0.21552,0.29314351,0.33195526,2.00,WEAK,15.26,N/A,N/A,hotlist_v1,N,,340,1
220,SYNUSDT,LONG,2026-06-22T18:35:38+00:00,0.25524075,0.21552,0.29496149,0.33468224,2.00,WEAK,15.562,N/A,N/A,hotlist_v1,N,,"345,350",2
221,SYNUSDT,LONG,2026-06-22T11:09:50+00:00,0.25647391,0.20681,0.30613782,0.35580173,2.00,MEDIUM,19.364,N/A,N/A,hotlist_v1,N,,"273,278",2
222,SYNUSDT,LONG,2026-06-22T19:12:16+00:00,0.25812641,0.21552,0.30073281,0.34333922,2.00,WEAK,16.506,N/A,N/A,hotlist_v1,N,,355,1
223,SYNUSDT,LONG,2026-06-22T11:18:00+00:00,0.25878939,0.20681,0.31076878,0.36274817,2.00,WEAK,20.086,N/A,N/A,hotlist_v1,N,,284,1
224,SYNUSDT,LONG,2026-06-22T19:19:00+00:00,0.26055114,0.21552,0.30558229,0.35061343,2.00,MEDIUM,17.283,N/A,N/A,hotlist_v1,N,,357,1
225,SYNUSDT,LONG,2026-06-22T11:33:13+00:00,0.26127415,0.20681,0.3157383,0.37020245,2.00,MEDIUM,20.846,N/A,N/A,hotlist_v1,N,,"288,293",2
226,SYNUSDT,LONG,2026-06-22T19:33:00+00:00,0.26192315,0.21552,0.30832629,0.35472944,2.00,WEAK,17.716,N/A,N/A,hotlist_v1,N,,"365,370",2
227,SYNUSDT,LONG,2026-06-22T19:48:30+00:00,0.26249012,0.21552,0.30946023,0.35643035,2.00,WEAK,17.894,N/A,N/A,hotlist_v1,N,,"375,380",2
228,SYNUSDT,LONG,2026-06-22T12:54:49+00:00,0.26850839,0.23952,0.29749679,0.32648518,2.00,WEAK,10.796,N/A,N/A,hotlist_v1,N,,300,1
229,TNSRUSDT,LONG,2026-06-21T07:19:29+00:00,0.03727202,0.03114,0.04340403,0.04953605,2.00,MEDIUM,16.452,N/A,N/A,hotlist_v1,N,,132,1
230,TNSRUSDT,LONG,2026-06-21T07:45:36+00:00,0.03979879,0.0312,0.04839757,0.05699636,2.00,MEDIUM,21.606,N/A,N/A,hotlist_v1,N,,138,1
231,TNSRUSDT,LONG,2026-06-21T08:02:27+00:00,0.04070667,0.0312,0.05021334,0.05972001,2.00,MEDIUM,23.354,N/A,N/A,hotlist_v1,N,,141,1
232,TNSRUSDT,LONG,2026-06-21T08:18:03+00:00,0.04127016,0.0312,0.05134031,0.06141047,2.00,MEDIUM,24.401,N/A,N/A,hotlist_v1,N,,148,1
233,TNSRUSDT,LONG,2026-06-21T08:32:27+00:00,0.04178691,0.0312,0.05237383,0.06296074,2.00,MEDIUM,25.335,N/A,N/A,hotlist_v1,N,,"155,175",2
234,TNSRUSDT,LONG,2026-06-22T03:29:35+00:00,0.04253339,0.04026696,0.04479982,0.04706625,2.00,MEDIUM,5.329,N/A,N/A,hotlist_v1,N,,238,1
235,TNSRUSDT,LONG,2026-06-22T03:36:32+00:00,0.04278232,0.04055161,0.04501304,0.04724375,2.00,WEAK,5.214,N/A,N/A,hotlist_v1,N,,"245,250",2
236,TNSRUSDT,LONG,2026-06-21T18:48:39+00:00,0.04292536,0.04094679,0.04490393,0.0468825,2.00,WEAK,4.609,N/A,N/A,hotlist_v1,N,,169,1
237,TNSRUSDT,LONG,2026-06-21T19:54:07+00:00,0.0430425,0.04081,0.045275,0.0475075,2.00,WEAK,5.187,N/A,N/A,hotlist_v1,N,,"179,184",2
238,TNSRUSDT,LONG,2026-06-21T18:33:56+00:00,0.04362821,0.04150107,0.04575536,0.0478825,2.00,WEAK,4.876,N/A,N/A,hotlist_v1,Y,58,"165,234",2
239,TNSRUSDT,LONG,2026-06-21T20:01:12+00:00,0.044511,0.04081,0.048212,0.051913,2.00,MEDIUM,8.315,N/A,N/A,hotlist_v1,N,,"186,191,196,201",4
240,TNSRUSDT,LONG,2026-06-21T20:26:22+00:00,0.04468116,0.04081,0.04855232,0.05242348,2.00,MEDIUM,8.664,N/A,N/A,hotlist_v1,N,,"206,211",2
241,TNSRUSDT,LONG,2026-06-21T20:31:48+00:00,0.04485756,0.04081,0.04890513,0.05295269,2.00,MEDIUM,9.023,N/A,N/A,hotlist_v1,N,,"217,222,227",3
242,TNSRUSDT,LONG,2026-06-22T03:49:39+00:00,0.04526875,0.04258,0.0479575,0.05064625,2.00,MEDIUM,5.94,N/A,N/A,hotlist_v1,N,,251,1
243,TNSRUSDT,LONG,2026-06-21T10:48:45+00:00,0.04652132,0.03268,0.06036263,0.07420395,2.00,WEAK,29.753,N/A,N/A,hotlist_v1,N,,160,1
244,UBUSDT,LONG,2026-06-21T18:33:56+00:00,0.10290819,0.08724,0.11857637,0.13424456,2.00,MEDIUM,15.225,N/A,N/A,hotlist_v1,N,,162,1
245,UBUSDT,LONG,2026-06-21T18:48:39+00:00,0.1036005,0.08724,0.119961,0.13632151,2.00,WEAK,15.792,N/A,N/A,hotlist_v1,N,,170,1
246,UBUSDT,LONG,2026-06-21T19:38:26+00:00,0.10579631,0.09159,0.12000261,0.13420892,2.00,MEDIUM,13.428,N/A,N/A,hotlist_v1,N,,171,1
247,UBUSDT,LONG,2026-06-21T19:54:07+00:00,0.10636992,0.09159,0.12114984,0.13592976,2.00,WEAK,13.895,N/A,N/A,hotlist_v1,N,,"180,185",2
248,UBUSDT,LONG,2026-06-21T20:01:12+00:00,0.10679383,0.09273,0.12085766,0.13492149,2.00,WEAK,13.169,N/A,N/A,hotlist_v1,N,,"190,195,200,205",4
249,UBUSDT,LONG,2026-06-21T20:26:22+00:00,0.10729891,0.09472,0.11987782,0.13245672,2.00,WEAK,11.723,N/A,N/A,hotlist_v1,N,,"210,215",2
250,UBUSDT,LONG,2026-06-21T20:31:48+00:00,0.10788286,0.0952,0.12056573,0.13324859,2.00,MEDIUM,11.756,N/A,N/A,hotlist_v1,N,,"218,223,228",3
251,UBUSDT,LONG,2026-06-22T11:33:13+00:00,0.11149286,0.10466429,0.11832143,0.12515,2.00,WEAK,6.125,N/A,N/A,hotlist_v1,N,,"290,295",2
252,UBUSDT,LONG,2026-06-22T03:14:56+00:00,0.11529331,0.1082,0.12238662,0.12947993,2.00,WEAK,6.152,N/A,N/A,hotlist_v1,N,,235,1
253,UBUSDT,LONG,2026-06-22T03:29:35+00:00,0.11569952,0.1082,0.12319905,0.13069857,2.00,WEAK,6.482,N/A,N/A,hotlist_v1,N,,240,1
254,UBUSDT,LONG,2026-06-22T03:36:32+00:00,0.11617832,0.1082,0.12415664,0.13213497,2.00,MEDIUM,6.867,N/A,N/A,hotlist_v1,N,,"242,247,285",3
255,UBUSDT,LONG,2026-06-22T03:49:39+00:00,0.1167408,0.109,0.1244816,0.13222239,2.00,MEDIUM,6.631,N/A,N/A,hotlist_v1,N,,252,1
256,UBUSDT,LONG,2026-06-22T11:09:50+00:00,0.11730661,0.11041304,0.12420018,0.13109375,2.00,WEAK,5.877,N/A,N/A,hotlist_v1,N,,"275,280",2
257,UBUSDT,LONG,2026-06-22T06:48:56+00:00,0.12769502,0.11421,0.14118004,0.15466506,2.00,MEDIUM,10.56,N/A,N/A,hotlist_v1,N,,"259,264",2
258,UBUSDT,LONG,2026-06-22T07:06:08+00:00,0.12868808,0.11524,0.14213616,0.15558424,2.00,MEDIUM,10.45,N/A,N/A,hotlist_v1,N,,269,1
259,UBUSDT,SHORT,2026-06-20T11:50:15+00:00,0.07877922,0.08605,0.07150843,0.06423765,2.00,MEDIUM,9.229,N/A,N/A,hotlist_v1,N,,117,1
260,UBUSDT,SHORT,2026-06-20T11:23:18+00:00,0.07999617,0.08605,0.07394234,0.06788852,2.00,MEDIUM,7.568,N/A,N/A,hotlist_v1,N,,115,1
261,UBUSDT,SHORT,2026-06-20T08:43:28+00:00,0.08209533,0.08605,0.07814065,0.07418598,2.00,WEAK,4.817,N/A,N/A,hotlist_v1,N,,"105,100",2
262,UBUSDT,SHORT,2026-06-20T06:35:11+00:00,0.08502018,0.08698089,0.08305946,0.08109875,2.00,MEDIUM,2.306,N/A,N/A,hotlist_v1,Y,41,73,1
263,UBUSDT,SHORT,2026-06-23T04:46:27+00:00,0.09757793,0.11193,0.08322587,0.0688738,2.00,MEDIUM,14.708,N/A,N/A,hotlist_v1,N,,390,1
264,VELVETUSDT,LONG,2026-06-19T05:51:05+00:00,0.4609375,0.4398875,0.4819875,0.5030375,2.00,WEAK,4.567,N/A,N/A,hotlist_v1,Y,16,19,1
265,VELVETUSDT,LONG,2026-06-19T06:21:25+00:00,0.46511071,0.4428,0.48742143,0.50973214,2.00,WEAK,4.797,N/A,N/A,hotlist_v1,Y,22,29,1
266,VELVETUSDT,LONG,2026-06-19T06:05:59+00:00,0.46736429,0.4428,0.49192857,0.51649286,2.00,WEAK,5.256,N/A,N/A,hotlist_v1,Y,22,24,1
267,VELVETUSDT,LONG,2026-06-19T07:14:48+00:00,0.47286964,0.4428,0.50293929,0.53300893,2.00,WEAK,6.359,N/A,N/A,hotlist_v1,N,,35,1
268,VELVETUSDT,LONG,2026-06-19T07:54:09+00:00,0.48031958,0.4428,0.51783916,0.55535874,2.00,WEAK,7.811,N/A,N/A,hotlist_v1,N,,40,1
269,VELVETUSDT,LONG,2026-06-19T08:09:29+00:00,0.48155248,0.4428,0.52030496,0.55905743,2.00,WEAK,8.047,N/A,N/A,hotlist_v1,N,,45,1
270,VELVETUSDT,LONG,2026-06-19T08:28:28+00:00,0.48361281,0.4428,0.52442563,0.56523844,2.00,WEAK,8.439,N/A,N/A,hotlist_v1,N,,50,1
271,ZEREBROUSDT,LONG,2026-06-18T13:36:04+00:00,0.03372212,0.03222,0.03522424,0.03672636,2.00,MEDIUM,4.454,N/A,N/A,hotlist_v1,N,,13,1
272,ZEREBROUSDT,LONG,2026-06-19T05:51:05+00:00,0.04122245,0.03974023,0.04270466,0.04418688,2.00,WEAK,3.596,N/A,N/A,hotlist_v1,Y,17,20,1
273,ZEREBROUSDT,LONG,2026-06-19T06:05:59+00:00,0.04143679,0.03999993,0.04287364,0.0443105,2.00,WEAK,3.468,N/A,N/A,hotlist_v1,Y,19,"25,30",2
274,ZEREBROUSDT,LONG,2026-06-19T15:07:17+00:00,0.04590422,0.040604,0.05120444,0.05650466,2.00,WEAK,11.546,N/A,N/A,hotlist_v1,N,,65,1
275,ZEREBROUSDT,LONG,2026-06-19T15:21:50+00:00,0.04599688,0.041958,0.05003577,0.05407465,2.00,WEAK,8.781,N/A,N/A,hotlist_v1,N,,70,1
