id,symbol,direction,entry,sl,tp1,created_at,status,fill_time,exit_time,wait_min,hold_min,pnl
158,BTRUSDT,LONG,0.02346214,0.02271071,0.02421357,2026-06-21T10:48:45+00:00,SL,2026-06-21T11:00:00+00:00,2026-06-21T11:30:00+00:00,11.25,30.0,-3.202734277435903
157,GUAUSDT,SHORT,0.77116355,0.8419,0.7004271,2026-06-21T10:48:45+00:00,EXPIRED,,,,,
161,1000000BOBUSDT,LONG,0.01279587,0.01172,0.01387175,2026-06-21T18:33:56+00:00,TP1,2026-06-22T04:15:00+00:00,2026-06-22T07:00:00+00:00,581.0666666666667,165.0,8.408025401946096
156,BTWUSDT,SHORT,0.10430125,0.10950625,0.09909625,2026-06-21T10:48:45+00:00,SL,2026-06-21T11:00:00+00:00,2026-06-21T11:00:00+00:00,11.25,0.0,-4.990352464615716
166,BTWUSDT,SHORT,0.08984804,0.11934,0.06035607,2026-06-21T18:48:39+00:00,SL,2026-06-21T19:30:00+00:00,2026-06-22T13:45:00+00:00,41.35,1095.0,-32.82426639468151
160,TNSRUSDT,LONG,0.04652132,0.03268,0.06036263,2026-06-21T10:48:45+00:00,TIMEOUT,2026-06-21T14:15:00+00:00,2026-06-22T14:15:00+00:00,206.25,1440.0,0.0
167,CLOUSDT,SHORT,0.18204324,0.199,0.16508648,2026-06-21T18:48:39+00:00,SL,2026-06-21T19:15:00+00:00,2026-06-22T01:15:00+00:00,26.35,360.0,-9.314688092784989
164,RESOLVUSDT,LONG,0.02375775,0.0178,0.0297155,2026-06-21T18:33:56+00:00,TIMEOUT,2026-06-21T19:15:00+00:00,2026-06-22T19:15:00+00:00,41.06666666666667,1440.0,0.0
162,UBUSDT,LONG,0.10290819,0.08724,0.11857637,2026-06-21T18:33:56+00:00,SL,2026-06-22T15:15:00+00:00,2026-06-23T06:15:00+00:00,1241.0666666666666,900.0,-15.225406257752663
171,UBUSDT,LONG,0.10579631,0.09159,0.12000261,2026-06-21T19:38:26+00:00,SL,2026-06-22T14:45:00+00:00,2026-06-23T03:30:00+00:00,1146.5666666666666,765.0,-13.427982507140372
168,RESOLVUSDT,LONG,0.02389339,0.01785,0.02993677,2026-06-21T18:48:39+00:00,TIMEOUT,2026-06-21T19:15:00+00:00,2026-06-22T19:15:00+00:00,26.35,1440.0,0.0
169,TNSRUSDT,LONG,0.04292536,0.04094679,0.04490393,2026-06-21T18:48:39+00:00,SL,2026-06-21T19:00:00+00:00,2026-06-21T19:00:00+00:00,11.35,0.0,-4.609326514675707
172,BTWUSDT,SHORT,0.08854821,0.09785,0.07924643,2026-06-21T19:38:26+00:00,TP1,2026-06-21T19:45:00+00:00,2026-06-21T21:00:00+00:00,6.566666666666666,75.0,10.504763450328358
165,TNSRUSDT,LONG,0.04362821,0.04150107,0.04575536,2026-06-21T18:33:56+00:00,SL,2026-06-21T18:45:00+00:00,2026-06-21T19:00:00+00:00,11.066666666666666,15.0,-4.875606860790301
173,CLOUSDT,SHORT,0.18283643,0.1918,0.17387286,2026-06-21T19:38:26+00:00,SL,2026-06-21T20:15:00+00:00,2026-06-22T00:45:00+00:00,36.56666666666667,270.0,-4.902507667645884
176,BTWUSDT,SHORT,0.09108714,0.09785,0.08432429,2026-06-21T19:54:07+00:00,SL,2026-06-22T01:45:00+00:00,2026-06-22T02:15:00+00:00,350.8833333333333,30.0,-7.424604614877578
177,CLOUSDT,SHORT,0.18140925,0.18905,0.1737685,2026-06-21T19:54:07+00:00,SL,2026-06-21T20:15:00+00:00,2026-06-21T20:15:00+00:00,20.883333333333333,0.0,-4.211885557103621
170,UBUSDT,LONG,0.1036005,0.08724,0.119961,2026-06-21T18:48:39+00:00,SL,2026-06-22T15:15:00+00:00,2026-06-23T06:15:00+00:00,1226.35,900.0,-15.79191220119594
174,RESOLVUSDT,LONG,0.02273286,0.02022,0.02524571,2026-06-21T19:38:26+00:00,SL,2026-06-21T19:45:00+00:00,2026-06-22T05:30:00+00:00,6.566666666666666,585.0,-11.053866517455349
180,UBUSDT,LONG,0.10636992,0.09159,0.12114984,2026-06-21T19:54:07+00:00,SL,2026-06-22T14:30:00+00:00,2026-06-23T03:30:00+00:00,1115.8833333333334,780.0,-13.894830418223497
190,UBUSDT,LONG,0.10679383,0.09273,0.12085766,2026-06-21T20:01:12+00:00,SL,2026-06-22T14:30:00+00:00,2026-06-23T03:30:00+00:00,1108.8,780.0,-13.169140951307767
178,RESOLVUSDT,LONG,0.02264054,0.02022,0.02506107,2026-06-21T19:54:07+00:00,SL,2026-06-21T20:00:00+00:00,2026-06-22T05:30:00+00:00,5.883333333333334,570.0,-10.691176093856418
216,CLOUSDT,SHORT,0.18556107,0.18905,0.18207214,2026-06-21T20:31:48+00:00,SL,2026-06-21T20:45:00+00:00,2026-06-21T20:45:00+00:00,13.2,0.0,-1.8802057996324337
179,TNSRUSDT,LONG,0.0430425,0.04081,0.045275,2026-06-21T19:54:07+00:00,TP1,2026-06-22T03:00:00+00:00,2026-06-22T03:30:00+00:00,425.8833333333333,30.0,5.1867340419352965
217,TNSRUSDT,LONG,0.04485756,0.04081,0.04890513,2026-06-21T20:31:48+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T00:00:00+00:00,28.2,180.0,9.02316131327696
207,BTWUSDT,SHORT,0.08671,0.09703,0.07639,2026-06-21T20:26:22+00:00,TP1,2026-06-21T20:45:00+00:00,2026-06-21T21:15:00+00:00,18.633333333333333,30.0,11.90174143697382
189,RESOLVUSDT,LONG,0.02212304,0.02022,0.02402607,2026-06-21T20:01:12+00:00,SL,2026-06-21T20:45:00+00:00,2026-06-22T05:30:00+00:00,43.8,525.0,-8.602072771192386
186,TNSRUSDT,LONG,0.044511,0.04081,0.048212,2026-06-21T20:01:12+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T00:00:00+00:00,58.8,180.0,8.314798589112804
218,UBUSDT,LONG,0.10788286,0.0952,0.12056573,2026-06-21T20:31:48+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T02:15:00+00:00,28.2,315.0,11.75614921591808
210,UBUSDT,LONG,0.10729891,0.09472,0.11987782,2026-06-21T20:26:22+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T02:15:00+00:00,33.63333333333333,315.0,11.723241177380087
208,DRIFTUSDT,LONG,0.02024003,0.01905,0.02143006,2026-06-21T20:26:22+00:00,TP1,2026-06-22T04:00:00+00:00,2026-06-22T04:00:00+00:00,453.6333333333333,0.0,5.879586146858478
232,SYNUSDT,LONG,0.19039875,0.16206,0.21873749,2026-06-22T03:14:56+00:00,EXPIRED,,,,,
231,BTWUSDT,SHORT,0.09976929,0.10362,0.09591857,2026-06-22T03:14:56+00:00,TP1,2026-06-22T03:15:00+00:00,2026-06-22T03:15:00+00:00,0.06666666666666667,0.0,3.8596245397757167
209,RESOLVUSDT,LONG,0.02228518,0.02022,0.02435036,2026-06-21T20:26:22+00:00,SL,2026-06-21T20:30:00+00:00,2026-06-22T05:30:00+00:00,3.6333333333333333,540.0,-9.267055505048647
220,RESOLVUSDT,LONG,0.02190982,0.02022,0.02359964,2026-06-21T20:31:48+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T05:00:00+00:00,28.2,480.0,7.71261470883832
236,BICOUSDT,SHORT,0.04424472,0.04582,0.04266944,2026-06-22T03:29:35+00:00,EXPIRED,,,,,
233,NAORISUSDT,LONG,0.03920709,0.03718,0.04123417,2026-06-22T03:14:56+00:00,TP1,2026-06-22T03:30:00+00:00,2026-06-22T03:30:00+00:00,15.066666666666666,0.0,5.170187330913873
206,TNSRUSDT,LONG,0.04468116,0.04081,0.04855232,2026-06-21T20:26:22+00:00,TP1,2026-06-21T21:00:00+00:00,2026-06-22T00:00:00+00:00,33.63333333333333,180.0,8.663964856776323
235,UBUSDT,LONG,0.11529331,0.1082,0.12238662,2026-06-22T03:14:56+00:00,TP1,2026-06-22T10:30:00+00:00,2026-06-22T10:30:00+00:00,435.06666666666666,0.0,6.152403812502217
239,NAORISUSDT,LONG,0.03938984,0.03718,0.04159967,2026-06-22T03:29:35+00:00,TP1,2026-06-22T03:30:00+00:00,2026-06-22T03:30:00+00:00,0.4166666666666667,0.0,5.610152262613912
240,UBUSDT,LONG,0.11569952,0.1082,0.12319905,2026-06-22T03:29:35+00:00,TP1,2026-06-22T10:30:00+00:00,2026-06-22T10:30:00+00:00,420.4166666666667,0.0,6.4819024314016165
237,SYNUSDT,LONG,0.19123722,0.16518,0.21729444,2026-06-22T03:29:35+00:00,EXPIRED,,,,,
238,TNSRUSDT,LONG,0.04253339,0.04026696,0.04479982,2026-06-22T03:29:35+00:00,SL,2026-06-22T08:00:00+00:00,2026-06-22T10:30:00+00:00,270.4166666666667,150.0,-5.328590079464628
253,ALICEUSDT,SHORT,0.13771986,0.1439,0.13153973,2026-06-22T03:49:39+00:00,TP1,2026-06-22T06:45:00+00:00,2026-06-22T07:45:00+00:00,175.35,60.0,4.487464625653845
244,SYNUSDT,LONG,0.1919601,0.16518,0.21874021,2026-06-22T03:36:32+00:00,EXPIRED,,,,,
241,NAORISUSDT,LONG,0.03963223,0.03816,0.04110446,2026-06-22T03:36:32+00:00,SL,2026-06-22T03:45:00+00:00,2026-06-22T03:45:00+00:00,8.466666666666667,0.0,-3.714729148473351
254,BICOUSDT,SHORT,0.04405875,0.04582,0.0422975,2026-06-22T03:49:39+00:00,TP1,2026-06-22T04:15:00+00:00,2026-06-22T05:00:00+00:00,25.35,45.0,3.9975033336170456
242,UBUSDT,LONG,0.11617832,0.1082,0.12415664,2026-06-22T03:36:32+00:00,TP1,2026-06-22T10:30:00+00:00,2026-06-22T10:30:00+00:00,413.46666666666664,0.0,6.8673053629971585
252,UBUSDT,LONG,0.1167408,0.109,0.1244816,2026-06-22T03:49:39+00:00,TP1,2026-06-22T10:30:00+00:00,2026-06-22T10:30:00+00:00,400.35,0.0,6.630758055452763
245,TNSRUSDT,LONG,0.04278232,0.04055161,0.04501304,2026-06-22T03:36:32+00:00,SL,2026-06-22T07:45:00+00:00,2026-06-22T10:30:00+00:00,248.46666666666667,165.0,-5.21409311136002
251,TNSRUSDT,LONG,0.04526875,0.04258,0.0479575,2026-06-22T03:49:39+00:00,TP1,2026-06-22T04:00:00+00:00,2026-06-22T05:30:00+00:00,10.35,90.0,5.939527819964103
255,SYNUSDT,LONG,0.19246496,0.16518,0.21974992,2026-06-22T03:49:39+00:00,EXPIRED,,,,,
260,IDUSDT,LONG,0.0350993,0.03124,0.0389586,2026-06-22T06:48:56+00:00,EXPIRED,,,,,
268,IDUSDT,LONG,0.03526648,0.0316,0.03893297,2026-06-22T07:06:08+00:00,EXPIRED,,,,,
257,HMSTRUSDT,LONG,0.00019803,0.0001853,0.00021077,2026-06-22T06:48:56+00:00,SL,2026-06-22T07:15:00+00:00,2026-06-22T08:15:00+00:00,26.066666666666666,60.0,-6.428318941574509
269,UBUSDT,LONG,0.12868808,0.11524,0.14213616,2026-06-22T07:06:08+00:00,SL,2026-06-22T08:45:00+00:00,2026-06-22T10:30:00+00:00,98.86666666666666,105.0,-10.450136485057513
266,GUAUSDT,SHORT,0.61819064,0.661,0.57538128,2026-06-22T07:06:08+00:00,TP1,2026-06-22T07:15:00+00:00,2026-06-22T11:15:00+00:00,8.866666666666667,240.0,6.924944706377308
259,UBUSDT,LONG,0.12769502,0.11421,0.14118004,2026-06-22T06:48:56+00:00,SL,2026-06-22T08:45:00+00:00,2026-06-22T11:15:00+00:00,116.06666666666666,150.0,-10.56033351966271
256,GUAUSDT,SHORT,0.62155426,0.661,0.58210852,2026-06-22T06:48:56+00:00,TP1,2026-06-22T07:15:00+00:00,2026-06-22T08:15:00+00:00,26.066666666666666,60.0,6.346306756871074
271,HUSDT,SHORT,0.15830161,0.178,0.13860322,2026-06-22T11:09:50+00:00,EXPIRED,,,,,
270,SYNUSDT,LONG,0.20589112,0.19275,0.21903224,2026-06-22T07:06:08+00:00,EXPIRED,,,,,
267,HMSTRUSDT,LONG,0.00019915,0.0001853,0.00021299,2026-06-22T07:06:08+00:00,SL,2026-06-22T07:15:00+00:00,2026-06-22T08:15:00+00:00,8.866666666666667,60.0,-6.954556866683404
258,SYNUSDT,LONG,0.20500174,0.19275,0.21725348,2026-06-22T06:48:56+00:00,EXPIRED,,,,,
273,SYNUSDT,LONG,0.25647391,0.20681,0.30613782,2026-06-22T11:09:50+00:00,TP1,2026-06-22T13:00:00+00:00,2026-06-22T22:45:00+00:00,110.16666666666667,585.0,19.364117777125948
272,LAYERUSDT,LONG,0.07078144,0.06638,0.07518289,2026-06-22T11:09:50+00:00,EXPIRED,,,,,
281,HUSDT,SHORT,0.15629826,0.17501,0.13758651,2026-06-22T11:18:00+00:00,EXPIRED,,,,,
287,LAYERUSDT,LONG,0.0739556,0.06644,0.0814712,2026-06-22T11:33:13+00:00,TP1,2026-06-22T17:15:00+00:00,2026-06-23T04:15:00+00:00,341.78333333333336,660.0,10.162313604378843
286,HUSDT,SHORT,0.15395367,0.17437,0.13353734,2026-06-22T11:33:13+00:00,EXPIRED,,,,,
282,LAYERUSDT,LONG,0.07245513,0.06644,0.07847026,2026-06-22T11:18:00+00:00,TP1,2026-06-22T22:15:00+00:00,2026-06-23T03:30:00+00:00,657.0,315.0,8.3018690325999
274,IDUSDT,LONG,0.03625536,0.03511679,0.03739393,2026-06-22T11:09:50+00:00,TP1,2026-06-22T11:45:00+00:00,2026-06-22T11:45:00+00:00,35.166666666666664,0.0,3.140418409857191
283,IDUSDT,LONG,0.03736774,0.03622774,0.03850774,2026-06-22T11:18:00+00:00,SL,2026-06-22T11:45:00+00:00,2026-06-22T11:45:00+00:00,27.0,0.0,-3.050759826524162
302,BICOUSDT,SHORT,0.03930042,0.04256,0.03604084,2026-06-22T15:16:22+00:00,EXPIRED,,,,,
284,SYNUSDT,LONG,0.25878939,0.20681,0.31076878,2026-06-22T11:18:00+00:00,TP1,2026-06-22T13:00:00+00:00,2026-06-22T22:45:00+00:00,102.0,585.0,20.08559547205548
300,SYNUSDT,LONG,0.26850839,0.23952,0.29749679,2026-06-22T12:54:49+00:00,SL,2026-06-22T13:00:00+00:00,2026-06-22T13:30:00+00:00,5.183333333333334,30.0,-10.796083504131845
290,UBUSDT,LONG,0.11149286,0.10466429,0.11832143,2026-06-22T11:33:13+00:00,TP1,2026-06-22T11:45:00+00:00,2026-06-22T12:15:00+00:00,11.783333333333333,30.0,6.124670225519374
288,SYNUSDT,LONG,0.26127415,0.20681,0.3157383,2026-06-22T11:33:13+00:00,TP1,2026-06-22T13:00:00+00:00,2026-06-22T22:45:00+00:00,86.78333333333333,585.0,20.84559456034973
298,RESOLVUSDT,LONG,0.02158905,0.01971,0.02346809,2026-06-22T12:54:49+00:00,TP1,2026-06-22T14:15:00+00:00,2026-06-23T01:00:00+00:00,80.18333333333334,645.0,8.703671537191308
297,CLOUSDT,LONG,0.23518838,0.2289,0.24147676,2026-06-22T12:54:49+00:00,SL,2026-06-22T13:15:00+00:00,2026-06-22T13:15:00+00:00,20.183333333333334,0.0,-2.6737630490077784
303,BTWUSDT,LONG,0.11476887,0.10517,0.12436775,2026-06-22T15:16:22+00:00,SL,2026-06-22T15:30:00+00:00,2026-06-22T15:30:00+00:00,13.633333333333333,0.0,-8.363652966174538
301,BELUSDT,LONG,0.1936653,0.16244,0.2248906,2026-06-22T15:16:22+00:00,SL,2026-06-22T18:15:00+00:00,2026-06-23T06:15:00+00:00,178.63333333333333,720.0,-16.123332367749928
304,CLOUSDT,LONG,0.23052411,0.20549,0.25555821,2026-06-22T15:16:22+00:00,SL,2026-06-23T12:30:00+00:00,2026-06-23T14:45:00+00:00,1273.6333333333334,135.0,-10.859649344270323
296,BELUSDT,LONG,0.17073169,0.16176,0.17970339,2026-06-22T12:54:49+00:00,SL,2026-06-23T04:00:00+00:00,2026-06-23T06:15:00+00:00,905.1833333333333,135.0,-5.254847532991678
275,UBUSDT,LONG,0.11730661,0.11041304,0.12420018,2026-06-22T11:09:50+00:00,SL,2026-06-22T11:15:00+00:00,2026-06-22T12:00:00+00:00,5.166666666666667,45.0,-5.876540119947205
306,BELUSDT,LONG,0.19641085,0.16244,0.23038169,2026-06-22T15:34:52+00:00,SL,2026-06-22T18:00:00+00:00,2026-06-23T06:15:00+00:00,145.13333333333333,735.0,-17.295811305739985
307,LUMIAUSDT,LONG,0.13092854,0.12115,0.14070708,2026-06-22T15:34:52+00:00,SL,2026-06-23T04:45:00+00:00,2026-06-23T05:30:00+00:00,790.1333333333333,45.0,-7.468608448547582
305,SYNUSDT,LONG,0.22645089,0.20973446,0.24316732,2026-06-22T15:16:22+00:00,EXPIRED,,,,,
308,BICOUSDT,SHORT,0.03909638,0.04256,0.03563276,2026-06-22T15:34:52+00:00,TP1,2026-06-23T07:30:00+00:00,2026-06-23T07:30:00+00:00,955.1333333333333,0.0,8.859183382195488
310,SYNUSDT,LONG,0.23191071,0.21511357,0.24870786,2026-06-22T15:34:52+00:00,EXPIRED,,,,,
299,IDUSDT,LONG,0.03675964,0.03564,0.03787929,2026-06-22T12:54:49+00:00,TP1,2026-06-22T13:00:00+00:00,2026-06-22T15:15:00+00:00,5.183333333333334,135.0,3.045867696201595
309,CLOUSDT,LONG,0.23126698,0.20549,0.25704396,2026-06-22T15:34:52+00:00,TP1,2026-06-22T19:00:00+00:00,2026-06-23T01:30:00+00:00,205.13333333333333,390.0,11.145983745712423
317,BICOUSDT,SHORT,0.03864548,0.04118,0.03611097,2026-06-22T16:03:11+00:00,TP1,2026-06-23T07:30:00+00:00,2026-06-23T07:30:00+00:00,926.8166666666667,0.0,6.558360770780956
318,LUMIAUSDT,LONG,0.13284158,0.12115,0.14453316,2026-06-22T16:03:11+00:00,SL,2026-06-22T17:45:00+00:00,2026-06-23T05:30:00+00:00,101.81666666666666,705.0,-8.801144942720494
316,BELUSDT,LONG,0.20142535,0.16244,0.24041071,2026-06-22T16:03:11+00:00,SL,2026-06-22T17:30:00+00:00,2026-06-23T06:15:00+00:00,86.81666666666666,765.0,-19.3547386165644
330,SYNUSDT,LONG,0.25256395,0.21552,0.28960789,2026-06-22T17:46:59+00:00,TP1,2026-06-22T21:45:00+00:00,2026-06-22T22:45:00+00:00,238.01666666666668,60.0,14.667152616198788
325,SYNUSDT,LONG,0.25199886,0.21552,0.28847771,2026-06-22T17:31:32+00:00,TP1,2026-06-22T21:45:00+00:00,2026-06-22T22:45:00+00:00,253.46666666666667,60.0,14.47579961274428
322,BELUSDT,LONG,0.20189661,0.16735,0.23644321,2026-06-22T17:31:32+00:00,SL,2026-06-22T17:45:00+00:00,2026-06-23T04:15:00+00:00,13.466666666666667,630.0,-17.111040150698916
329,DEXEUSDT,LONG,17.84688272,16.81,18.88376545,2026-06-22T17:46:59+00:00,TP1,2026-06-22T20:30:00+00:00,2026-06-23T00:00:00+00:00,163.01666666666668,210.0,5.809881458110461
327,BICOUSDT,SHORT,0.03610983,0.04092,0.03129966,2026-06-22T17:46:59+00:00,TP1,2026-06-23T07:30:00+00:00,2026-06-23T08:00:00+00:00,823.0166666666667,30.0,13.320943355313497
323,CLOUSDT,LONG,0.23409788,0.20549,0.26270576,2026-06-22T17:31:32+00:00,TP1,2026-06-22T18:00:00+00:00,2026-06-23T01:45:00+00:00,28.466666666666665,465.0,12.220478032522124
324,LUMIAUSDT,LONG,0.13485125,0.12186,0.1478425,2026-06-22T17:31:32+00:00,SL,2026-06-22T17:45:00+00:00,2026-06-23T05:30:00+00:00,13.466666666666667,705.0,-9.633763127890917
336,BICOUSDT,SHORT,0.03505158,0.04079,0.02931315,2026-06-22T18:20:15+00:00,TP1,2026-06-23T07:30:00+00:00,2026-06-23T08:15:00+00:00,789.75,45.0,16.371387538022535
321,BICOUSDT,SHORT,0.0365829,0.04092,0.03224581,2026-06-22T17:31:32+00:00,TP1,2026-06-23T07:30:00+00:00,2026-06-23T08:00:00+00:00,838.4666666666667,30.0,11.855511728157145
342,BLESSUSDT,LONG,0.00975699,0.008902,0.01061197,2026-06-22T18:35:38+00:00,TP1,2026-06-23T02:30:00+00:00,2026-06-23T03:45:00+00:00,474.3666666666667,75.0,8.762743428044919
338,DEXEUSDT,LONG,17.89992723,17.51,18.28985445,2026-06-22T18:20:15+00:00,TP1,2026-06-22T18:30:00+00:00,2026-06-22T19:45:00+00:00,9.75,75.0,2.1783732134200413
339,LUMIAUSDT,LONG,0.13566578,0.12462,0.14671155,2026-06-22T18:20:15+00:00,SL,2026-06-22T18:30:00+00:00,2026-06-23T05:30:00+00:00,9.75,660.0,-8.141905792308126
351,BICOUSDT,SHORT,0.03371477,0.03971,0.02771954,2026-06-22T19:12:16+00:00,TP1,2026-06-23T00:15:00+00:00,2026-06-23T09:15:00+00:00,302.73333333333335,540.0,17.782206433560127
340,SYNUSDT,LONG,0.25433175,0.21552,0.29314351,2026-06-22T18:20:15+00:00,TP1,2026-06-22T21:45:00+00:00,2026-06-22T22:45:00+00:00,204.75,60.0,15.260288972965428
341,BICOUSDT,SHORT,0.03455522,0.03984,0.02927044,2026-06-22T18:35:38+00:00,TP1,2026-06-23T07:15:00+00:00,2026-06-23T08:15:00+00:00,759.3666666666667,60.0,15.293724074105157
320,SYNUSDT,LONG,0.23532732,0.21552,0.25513464,2026-06-22T16:03:11+00:00,TP1,2026-06-22T16:15:00+00:00,2026-06-22T16:30:00+00:00,11.816666666666666,15.0,8.416923287954837
345,SYNUSDT,LONG,0.25524075,0.21552,0.29496149,2026-06-22T18:35:38+00:00,TP1,2026-06-22T21:45:00+00:00,2026-06-22T22:45:00+00:00,189.36666666666667,60.0,15.562068360949418
352,BLESSUSDT,LONG,0.00991699,0.008969,0.01086498,2026-06-22T19:12:16+00:00,TP1,2026-06-23T02:30:00+00:00,2026-06-23T12:00:00+00:00,437.73333333333335,570.0,9.559251345418318
355,SYNUSDT,LONG,0.25812641,0.21552,0.30073281,2026-06-22T19:12:16+00:00,TP1,2026-06-22T21:45:00+00:00,2026-06-22T22:45:00+00:00,152.73333333333332,60.0,16.50602121650396
319,CLOUSDT,LONG,0.23215076,0.20549,0.25881152,2026-06-22T16:03:11+00:00,TP1,2026-06-22T19:00:00+00:00,2026-06-23T01:30:00+00:00,176.81666666666666,390.0,11.484244117917168
360,DEXEUSDT,LONG,17.94391741,17.51,18.37783481,2026-06-22T19:19:00+00:00,TP1,2026-06-22T19:30:00+00:00,2026-06-22T19:45:00+00:00,11.0,15.0,2.418186564758604
356,BLESSUSDT,LONG,0.0099897,0.008969,0.01101041,2026-06-22T19:19:00+00:00,TP1,2026-06-23T02:30:00+00:00,2026-06-23T12:45:00+00:00,431.0,615.0,10.217624152877464
362,BICOUSDT,SHORT,0.03319897,0.03936,0.02703794,2026-06-22T19:33:00+00:00,TP1,2026-06-23T00:15:00+00:00,2026-06-23T11:45:00+00:00,282.0,690.0,18.557895019032216
371,BLESSUSDT,LONG,0.01013504,0.008969,0.01130107,2026-06-22T19:48:30+00:00,SL,2026-06-23T02:30:00+00:00,2026-06-23T20:00:00+00:00,401.5,1050.0,-11.505035993937863
358,BICOUSDT,SHORT,0.03340732,0.03971,0.02710463,2026-06-22T19:19:00+00:00,TP1,2026-06-23T00:15:00+00:00,2026-06-23T11:45:00+00:00,296.0,690.0,18.866194594478095
361,BLESSUSDT,LONG,0.01006485,0.008969,0.0111607,2026-06-22T19:33:00+00:00,SL,2026-06-23T02:30:00+00:00,2026-06-23T20:00:00+00:00,417.0,1050.0,-10.887892020248687
365,SYNUSDT,LONG,0.26192315,0.21552,0.30832629,2026-06-22T19:33:00+00:00,TP1,2026-06-22T21:30:00+00:00,2026-06-22T22:45:00+00:00,117.0,75.0,17.716318698824445
357,SYNUSDT,LONG,0.26055114,0.21552,0.30558229,2026-06-22T19:19:00+00:00,TP1,2026-06-22T21:30:00+00:00,2026-06-22T22:45:00+00:00,131.0,75.0,17.28303702681938
383,HUSDT,SHORT,0.13243607,0.14049,0.12438214,2026-06-23T04:32:46+00:00,TP1,2026-06-23T04:45:00+00:00,2026-06-23T06:00:00+00:00,12.233333333333333,75.0,6.081371940438885
382,FOLKSUSDT,LONG,2.77483658,2.656,2.89367316,2026-06-23T04:32:46+00:00,TP1,2026-06-23T04:45:00+00:00,2026-06-23T07:45:00+00:00,12.233333333333333,180.0,4.282651485011056
381,CLOUSDT,LONG,0.27062114,0.23202,0.30922228,2026-06-23T04:32:46+00:00,SL,2026-06-23T06:45:00+00:00,2026-06-23T12:30:00+00:00,132.23333333333332,345.0,-14.263904142891423
373,CLOUSDT,LONG,0.23362018,0.22672,0.24052036,2026-06-22T19:48:30+00:00,TP1,2026-06-22T20:00:00+00:00,2026-06-22T21:45:00+00:00,11.5,105.0,2.953589026427426
372,BICOUSDT,SHORT,0.03303364,0.03899,0.02707728,2026-06-22T19:48:30+00:00,SL,2026-06-23T00:15:00+00:00,2026-06-23T07:30:00+00:00,266.5,435.0,-18.0311948668085
384,BICOUSDT,SHORT,0.03168357,0.03388,0.02948714,2026-06-23T04:32:46+00:00,SL,2026-06-23T07:15:00+00:00,2026-06-23T07:15:00+00:00,162.23333333333332,0.0,-6.9323942977385435
389,FOLKSUSDT,LONG,2.67275,2.57975,2.76575,2026-06-23T04:46:27+00:00,TP1,2026-06-23T09:45:00+00:00,2026-06-23T09:45:00+00:00,298.55,0.0,3.479562248620335
388,DEXEUSDT,LONG,21.78449902,18.11,25.45899804,2026-06-23T04:46:27+00:00,TIMEOUT,2026-06-23T06:00:00+00:00,2026-06-24T06:00:00+00:00,73.55,1440.0,0.0
386,BICOUSDT,SHORT,0.03107167,0.03388,0.02826333,2026-06-23T04:46:27+00:00,SL,2026-06-23T05:00:00+00:00,2026-06-23T07:15:00+00:00,13.55,135.0,-9.038233220164864
385,DEXEUSDT,LONG,21.73706951,18.03,25.44413903,2026-06-23T04:32:46+00:00,TIMEOUT,2026-06-23T06:00:00+00:00,2026-06-24T06:00:00+00:00,87.23333333333333,1440.0,0.0
387,CLOUSDT,LONG,0.27358583,0.23202,0.31515167,2026-06-23T04:46:27+00:00,SL,2026-06-23T06:45:00+00:00,2026-06-23T12:30:00+00:00,118.55,345.0,-15.1929761859377
390,UBUSDT,SHORT,0.09757793,0.11193,0.08322587,2026-06-23T04:46:27+00:00,TP1,2026-06-23T07:15:00+00:00,2026-06-23T11:15:00+00:00,148.55,240.0,14.708305453907457
375,SYNUSDT,LONG,0.26249012,0.21552,0.30946023,2026-06-22T19:48:30+00:00,TP1,2026-06-22T21:30:00+00:00,2026-06-22T22:45:00+00:00,101.5,75.0,17.894048736005757
